Time [s],easting [m],northing [m],altitude [m],local_rssi [dBm],remote_rssi[dBm]
0:06:41.254870,590713.530837239,6136671.203494419,58.16738077006174,-79.6,-77.5
0:06:47.221336,590714.5680621079,6136663.309929918,57.073445870790394,-80.7,-81.2
0:06:53.222587,590715.8775058356,6136655.744791708,56.254499878856194,-78.6,-77.5
0:06:56.170883,590716.5647637092,6136652.230060883,55.946522871790414,-81.7,-80.2
0:06:59.242799,590717.1389985406,6136648.04508339,55.75055671712868,-71.2,-70.2
0:07:00.532627,590717.2657243,6136647.123728529,55.69756415958399,-71.7,-70.2
0:07:02.007397,590717.6982033968,6136644.282814905,55.58358599914265,-72.3,-73.8
0:07:03.616038,590718.0847432924,6136642.44284145,55.25459731976298,-72.8,-75.4
0:07:06.228052,590718.700325159,6136639.639088576,54.86261386324094,-71.7,-75.4
0:07:07.316139,590719.4709626577,6136638.853424982,54.19260263568482,-67.0,-69.6
0:07:10.006984,590721.4641016575,6136636.890634739,51.916572784850466,-69.1,-68.6
0:07:13.939055,590723.2000102423,6136632.32878851,48.29458021760704,-67.0,-68.6
0:07:18.028245,590723.7316052627,6136626.517655523,47.327634222351314,-64.9,-68.1
0:07:21.984648,590725.0933068665,6136622.270945485,45.5866478710824,-69.6,-65.9
0:07:23.971195,590725.921558159,6136619.916848243,44.75665348752121,-69.6,-69.6
0:07:27.867006,590726.1695916496,6136614.94592109,44.02870514539816,-65.4,-71.2
0:07:31.898607,590725.3265798973,6136610.308786561,44.61578181903751,-72.3,-72.8
0:07:33.111408,590725.2669333451,6136609.817749915,44.621789152136486,-68.6,-71.2
0:07:34.096102,590725.1579356634,6136608.3349460075,44.35280940960955,-73.8,-68.6
0:07:37.999953,590724.4309861909,6136600.82812893,53.74091659673617,-74.4,-71.2
0:07:41.955665,590724.1769284513,6136594.065750399,54.3970025077766,-75.9,-71.7
0:07:44.209323,590724.5093630304,6136590.232027899,54.40903857017111,-65.4,-70.7
0:07:48.249535,590724.8287548139,6136583.948986086,54.74010363922851,-67.5,-68.1
0:07:51.168935,590726.3269450748,6136580.773759465,53.436101069492835,-63.8,-62.8
0:07:54.168385,590726.5626928299,6136576.092013282,53.12814960066713,-63.3,-61.2
0:07:57.179663,590727.2171131,6136571.708308804,52.943183535395875,-66.5,-64.4
0:08:00.263987,590727.8635267322,6136567.714061563,52.61721312018688,-62.8,-64.4
0:08:03.031519,590727.3202277413,6136563.917993483,52.93727192884491,-67.0,-67.5
0:08:06.304861,590727.3894360118,6136559.010182182,53.47432749197859,-60.2,-64.4
0:08:11.707755,590727.4225386791,6136551.541256953,55.22241394892579,-62.3,-63.8
0:08:12.220947,590727.638521537,6136550.287776091,55.2944228770785,-65.9,-61.7
0:08:13.221807,590727.7821366396,6136549.778654653,55.41542502127263,-65.9,-66.5
0:08:14.221033,590727.9582400444,6136547.689450063,55.48844477616518,-61.7,-63.8
0:08:15.700360,590727.6906153854,6136544.978859184,56.18548355886778,-58.1,-59.1
0:08:17.900068,590728.1985419622,6136541.861196574,56.839506532962815,-56.5,-55.9
0:08:19.949529,590728.3397993796,6136538.691466665,56.97953983450928,-66.5,-61.7
0:08:22.190151,590728.81956221,6136536.018507054,56.56655835174791,-58.1,-57.0
0:08:25.144557,590728.8423714401,6136532.133890525,55.96160314088,-53.8,-54.4
0:08:26.756739,590728.1760897031,6136529.693404105,55.913649322615626,-51.2,-53.3
0:08:28.952239,590726.5222035069,6136527.488649064,55.99971893314765,-55.4,-54.9
0:08:30.572521,590725.3322956406,6136526.462299466,55.94576247267955,-43.8,-48.1
0:08:32.438607,590724.6714821012,6136525.914374557,55.766786394266354,-30.7,-34.9
0:08:33.220426,590724.263489672,6136525.405043925,55.311803161632824,-37.0,-32.3
